,origin_crs,Count
0,AAP,936
1,ABW,945
2,ABY,745
3,ACB,777
4,ACC,920
5,ACG,764
6,ACK,191
7,ACL,240
8,ACR,723
9,ACT,986
10,ADC,713
11,ADD,763
12,ADK,745
13,ADL,713
14,ADM,866
15,ADV,965
16,AFK,885
17,AFS,999
18,AFV,670
19,AGT,955
20,AHD,923
21,AHN,749
22,AHS,909
23,AHT,938
24,AHV,933
25,AIG,741
26,AIN,737
27,ALB,779
28,ALD,786
29,ALF,748
30,ALK,722
31,ALM,191
32,ALN,897
33,ALP,672
34,ALR,952
35,ALT,740
36,ALV,725
37,ALW,454
38,AMB,727
39,AML,921
40,AMR,969
41,AMT,1029
42,AMY,940
43,ANC,722
44,ANF,981
45,ANG,951
46,ANS,734
47,ANZ,958
48,AON,925
49,APB,730
50,APD,882
51,APF,1071
52,APG,1042
53,APN,79
54,APP,563
55,APS,1033
56,APY,617
57,ARL,985
58,ARN,666
59,ARR,430
60,ARU,951
61,ASC,451
62,ASG,764
63,ASH,936
64,ASK,534
65,ASN,991
66,ASP,426
67,AST,764
68,ASY,724
69,ATB,837
70,ATH,813
71,ATL,274
72,ATN,735
73,AUD,974
74,AUG,759
75,AUW,1140
76,AVF,778
77,AVN,716
78,AVP,1168
79,AWK,687
80,AWM,966
81,AWT,566
82,AXM,565
83,AYH,866
84,AYL,863
85,AYP,945
86,AYS,1168
87,BAA,947
88,BAB,907
89,BAC,745
90,BAD,933
91,BAG,920
92,BAH,741
93,BAK,986
94,BAL,973
95,BAM,712
96,BAN,1263
97,BAR,645
98,BAS,105
99,BAT,883
100,BAU,619
101,BAV,619
102,BAW,991
103,BAY,952
104,BBK,779
105,BBL,919
106,BBN,723
107,BBS,764
108,BBW,619
109,BCB,736
110,BCC,264
111,BCE,997
112,BCF,1011
113,BCH,862
114,BCJ,758
115,BCS,1218
116,BCU,912
117,BCV,909
118,BCY,951
119,BDA,269
120,BDB,749
121,BDH,959
122,BDI,616
123,BDK,964
124,BDL,734
125,BDM,1029
126,BDN,644
127,BDQ,616
128,BDS,15
129,BDT,331
130,BDW,1029
131,BDY,758
132,BEB,744
133,BEC,948
134,BEE,837
135,BEF,906
136,BEG,895
137,BEH,800
138,BEM,331
139,BEN,666
140,BEP,813
141,BER,774
142,BES,722
143,BET,931
144,BEU,981
145,BEV,430
146,BEX,903
147,BEY,614
148,BFD,959
149,BFE,105
150,BFN,995
151,BFR,1093
152,BGA,269
153,BGE,741
154,BGG,668
155,BGH,619
156,BGL,69
157,BGM,947
158,BHI,774
159,BHK,932
160,BHM,763
161,BHO,895
162,BHS,619
163,BIA,457
164,BIC,921
165,BID,745
166,BIF,535
167,BIG,933
168,BIK,947
169,BIL,454
170,BIN,733
171,BIP,930
172,BIS,985
173,BIT,1071
174,BIW,985
175,BIY,608
176,BKA,923
177,BKC,745
178,BKD,818
179,BKG,924
180,BKH,941
181,BKJ,948
182,BKL,946
183,BKM,1033
184,BKN,745
